clip_id,source,model,profile,sweep_kind,prompt_id,pattern,register,timing_variant,technique,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,status
repeat_high_short-rep01__t-pizzicato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,p,32,32,,1486918495616394073,20260826,repeat_high_short-rep01,1,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep01__t-pizzicato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep01__t-pizzicato__d-p__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep02__t-pizzicato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,p,32,32,,6566840017249158017,20260826,repeat_high_short-rep02,2,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep02__t-pizzicato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep02__t-pizzicato__d-p__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep03__t-pizzicato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,p,32,32,,4642787978972848128,20260826,repeat_high_short-rep03,3,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep03__t-pizzicato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep03__t-pizzicato__d-p__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep04__t-pizzicato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,p,32,32,,8424793417753976084,20260826,repeat_high_short-rep04,4,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep04__t-pizzicato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep04__t-pizzicato__d-p__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep01__t-pizzicato__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,mf,64,64,,1486918495616394073,20260826,repeat_high_short-rep01,1,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep01__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep01__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep02__t-pizzicato__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,mf,64,64,,6566840017249158017,20260826,repeat_high_short-rep02,2,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep02__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep02__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep03__t-pizzicato__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,mf,64,64,,4642787978972848128,20260826,repeat_high_short-rep03,3,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep03__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep03__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep04__t-pizzicato__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,mf,64,64,,8424793417753976084,20260826,repeat_high_short-rep04,4,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep04__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep04__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep01__t-pizzicato__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,f,96,96,,1486918495616394073,20260826,repeat_high_short-rep01,1,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep01__t-pizzicato__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep01__t-pizzicato__d-f__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep02__t-pizzicato__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,f,96,96,,6566840017249158017,20260826,repeat_high_short-rep02,2,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep02__t-pizzicato__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep02__t-pizzicato__d-f__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep03__t-pizzicato__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,f,96,96,,4642787978972848128,20260826,repeat_high_short-rep03,3,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep03__t-pizzicato__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep03__t-pizzicato__d-f__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep04__t-pizzicato__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,pizzicato,43,f,96,96,,8424793417753976084,20260826,repeat_high_short-rep04,4,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep04__t-pizzicato__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep04__t-pizzicato__d-f__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep01__t-legato_slur__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,p,32,32,,1486918495616394073,20260826,repeat_high_short-rep01,1,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep01__t-legato_slur__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep01__t-legato_slur__d-p__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep02__t-legato_slur__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,p,32,32,,6566840017249158017,20260826,repeat_high_short-rep02,2,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep02__t-legato_slur__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep02__t-legato_slur__d-p__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep03__t-legato_slur__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,p,32,32,,4642787978972848128,20260826,repeat_high_short-rep03,3,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep03__t-legato_slur__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep03__t-legato_slur__d-p__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep04__t-legato_slur__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,p,32,32,,8424793417753976084,20260826,repeat_high_short-rep04,4,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep04__t-legato_slur__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep04__t-legato_slur__d-p__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep01__t-legato_slur__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,mf,64,64,,1486918495616394073,20260826,repeat_high_short-rep01,1,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep01__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep01__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep02__t-legato_slur__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,mf,64,64,,6566840017249158017,20260826,repeat_high_short-rep02,2,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep02__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep02__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep03__t-legato_slur__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,mf,64,64,,4642787978972848128,20260826,repeat_high_short-rep03,3,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep03__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep03__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep04__t-legato_slur__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,mf,64,64,,8424793417753976084,20260826,repeat_high_short-rep04,4,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep04__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep04__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep01__t-legato_slur__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,f,96,96,,1486918495616394073,20260826,repeat_high_short-rep01,1,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep01__t-legato_slur__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep01__t-legato_slur__d-f__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep02__t-legato_slur__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,f,96,96,,6566840017249158017,20260826,repeat_high_short-rep02,2,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep02__t-legato_slur__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep02__t-legato_slur__d-f__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep03__t-legato_slur__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,f,96,96,,4642787978972848128,20260826,repeat_high_short-rep03,3,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep03__t-legato_slur__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep03__t-legato_slur__d-f__s-guidance__w-wt05_wc10.wav,planned
repeat_high_short-rep04__t-legato_slur__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,legato_slur,49,f,96,96,,8424793417753976084,20260826,repeat_high_short-rep04,4,0.5,1.0,86.0,True,0.75,data/midi/sweep/guidance/wt05_wc10/repeat_high_short-rep04__t-legato_slur__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/repeat_high_short-rep04__t-legato_slur__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep01__t-sustain__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,p,32,32,,8581516642195686860,20260826,leap_low_long-rep01,1,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep01__t-sustain__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep01__t-sustain__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep02__t-sustain__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,p,32,32,,6011668959522092922,20260826,leap_low_long-rep02,2,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep02__t-sustain__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep02__t-sustain__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep03__t-sustain__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,p,32,32,,503933344573206125,20260826,leap_low_long-rep03,3,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep03__t-sustain__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep03__t-sustain__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep04__t-sustain__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,p,32,32,,4901962455406651142,20260826,leap_low_long-rep04,4,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep04__t-sustain__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep04__t-sustain__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep01__t-sustain__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,mf,64,64,,8581516642195686860,20260826,leap_low_long-rep01,1,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep01__t-sustain__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep01__t-sustain__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep02__t-sustain__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,mf,64,64,,6011668959522092922,20260826,leap_low_long-rep02,2,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep02__t-sustain__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep02__t-sustain__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep03__t-sustain__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,mf,64,64,,503933344573206125,20260826,leap_low_long-rep03,3,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep03__t-sustain__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep03__t-sustain__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep04__t-sustain__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,mf,64,64,,4901962455406651142,20260826,leap_low_long-rep04,4,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep04__t-sustain__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep04__t-sustain__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep01__t-sustain__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,f,96,96,,8581516642195686860,20260826,leap_low_long-rep01,1,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep01__t-sustain__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep01__t-sustain__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep02__t-sustain__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,f,96,96,,6011668959522092922,20260826,leap_low_long-rep02,2,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep02__t-sustain__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep02__t-sustain__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep03__t-sustain__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,f,96,96,,503933344573206125,20260826,leap_low_long-rep03,3,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep03__t-sustain__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep03__t-sustain__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep04__t-sustain__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,sustain,36,f,96,96,,4901962455406651142,20260826,leap_low_long-rep04,4,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep04__t-sustain__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep04__t-sustain__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep01__t-staccato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,p,32,32,,8581516642195686860,20260826,leap_low_long-rep01,1,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep01__t-staccato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep01__t-staccato__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep02__t-staccato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,p,32,32,,6011668959522092922,20260826,leap_low_long-rep02,2,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep02__t-staccato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep02__t-staccato__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep03__t-staccato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,p,32,32,,503933344573206125,20260826,leap_low_long-rep03,3,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep03__t-staccato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep03__t-staccato__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep04__t-staccato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,p,32,32,,4901962455406651142,20260826,leap_low_long-rep04,4,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep04__t-staccato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep04__t-staccato__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep01__t-staccato__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,mf,64,64,,8581516642195686860,20260826,leap_low_long-rep01,1,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep01__t-staccato__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep01__t-staccato__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep02__t-staccato__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,mf,64,64,,6011668959522092922,20260826,leap_low_long-rep02,2,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep02__t-staccato__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep02__t-staccato__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep03__t-staccato__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,mf,64,64,,503933344573206125,20260826,leap_low_long-rep03,3,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep03__t-staccato__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep03__t-staccato__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep04__t-staccato__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,mf,64,64,,4901962455406651142,20260826,leap_low_long-rep04,4,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep04__t-staccato__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep04__t-staccato__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep01__t-staccato__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,f,96,96,,8581516642195686860,20260826,leap_low_long-rep01,1,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep01__t-staccato__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep01__t-staccato__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep02__t-staccato__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,f,96,96,,6011668959522092922,20260826,leap_low_long-rep02,2,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep02__t-staccato__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep02__t-staccato__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep03__t-staccato__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,f,96,96,,503933344573206125,20260826,leap_low_long-rep03,3,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep03__t-staccato__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep03__t-staccato__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep04__t-staccato__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,staccato,40,f,96,96,,4901962455406651142,20260826,leap_low_long-rep04,4,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep04__t-staccato__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep04__t-staccato__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep01__t-pizzicato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,pizzicato,43,p,32,32,,8581516642195686860,20260826,leap_low_long-rep01,1,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep01__t-pizzicato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep01__t-pizzicato__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep02__t-pizzicato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,pizzicato,43,p,32,32,,6011668959522092922,20260826,leap_low_long-rep02,2,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep02__t-pizzicato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep02__t-pizzicato__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep03__t-pizzicato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,pizzicato,43,p,32,32,,503933344573206125,20260826,leap_low_long-rep03,3,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep03__t-pizzicato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep03__t-pizzicato__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep04__t-pizzicato__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,pizzicato,43,p,32,32,,4901962455406651142,20260826,leap_low_long-rep04,4,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep04__t-pizzicato__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep04__t-pizzicato__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep01__t-pizzicato__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,pizzicato,43,mf,64,64,,8581516642195686860,20260826,leap_low_long-rep01,1,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep01__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep01__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep02__t-pizzicato__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,pizzicato,43,mf,64,64,,6011668959522092922,20260826,leap_low_long-rep02,2,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep02__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep02__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_low_long-rep03__t-pizzicato__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_low_long,leap,low,long,pizzicato,43,mf,64,64,,503933344573206125,20260826,leap_low_long-rep03,3,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_low_long-rep03__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_low_long-rep03__t-pizzicato__d-mf__s-guidance__w-wt05_wc10.wav,planned
